country,region,year,timestamp,crop_type,temperature,rainfall,humidity,N,P,K,ph,crop_yield
China,South,2003,2003-01-01,Vegetables,26.82,2843.9,80.473145665,,,,,1.332
China,Central,1996,1996-01-01,Sugarcane,0.45,505.54,80.473145665,,,,,1.91
France,Ile-de-France,1997,1997-01-01,Soybeans,12.96,542.0,80.473145665,,,,,4.39
USA,Midwest,2003,2003-01-01,Rice,13.34,289.07,82.18935719499999,80.0,47.0,40.0,6.363803588,1.395
Nigeria,North West,1999,1999-01-01,Barley,13.96,2367.52,80.473145665,,,,,1.377
Nigeria,South West,2011,2011-01-01,Coffee,5.2,1060.85,57.648082825,103.0,29.0,30.0,6.798626238000001,1.59
China,North,1995,1995-01-01,Wheat,30.13,2237.78,80.473145665,,,,,3.483
China,South,2000,2000-01-01,Corn,6.4,2058.41,80.473145665,,,,,1.818
Canada,British Columbia,2004,2004-01-01,Soybeans,26.14,1279.42,80.473145665,,,,,1.143
France,Provence-Alpes-Cote d’Azur,2015,2015-01-01,Barley,12.01,2459.58,80.473145665,,,,,3.4
France,Ile-de-France,1990,1990-01-01,Vegetables,19.43,540.28,80.473145665,,,,,3.54
China,South,2004,2004-01-01,Soybeans,18.1,2112.16,80.473145665,,,,,3.825
Russia,Northwestern,1997,1997-01-01,Barley,13.92,2676.41,80.473145665,,,,,3.393
Canada,British Columbia,2001,2001-01-01,Sugarcane,20.67,2353.52,80.473145665,,,,,1.134
Argentina,Northeast,2014,2014-01-01,Rice,-2.4,2068.94,82.18935719499999,80.0,47.0,40.0,6.363803588,2.682
Brazil,South,1998,1998-01-01,Fruits,27.65,1329.74,80.473145665,,,,,2.043
France,Provence-Alpes-Cote d’Azur,1999,1999-01-01,Wheat,31.26,1331.44,80.473145665,,,,,3.123
Nigeria,South East,2024,2024-01-01,Soybeans,-0.38,2350.41,80.473145665,,,,,2.178
Brazil,Northeast,1995,1995-01-01,Cotton,19.69,2459.91,80.01089273,117.0,46.0,19.0,6.8409568125,3.59
France,Grand Est,1999,1999-01-01,Barley,18.46,1302.83,80.473145665,,,,,3.28
India,West Bengal,2009,2009-01-01,Rice,29.08,1945.13,82.18935719499999,80.0,47.0,40.0,6.363803588,3.22
USA,West,2014,2014-01-01,Corn,10.94,1439.58,80.473145665,,,,,1.935
Brazil,Southeast,1996,1996-01-01,Corn,3.27,2910.16,80.473145665,,,,,2.4480000000000004
China,North,2020,2020-01-01,Sugarcane,30.22,1330.95,80.473145665,,,,,0.9
Nigeria,South East,1992,1992-01-01,Sugarcane,4.56,2372.27,80.473145665,,,,,1.78
Canada,Ontario,1992,1992-01-01,Vegetables,25.71,2441.98,80.473145665,,,,,3.97
France,Ile-de-France,1993,1993-01-01,Fruits,26.71,2979.15,80.473145665,,,,,0.747
Russia,Siberian,1992,1992-01-01,Barley,20.31,1485.54,80.473145665,,,,,3.05
France,Provence-Alpes-Cote d’Azur,2016,2016-01-01,Wheat,17.35,784.11,80.473145665,,,,,3.834
China,North,1994,1994-01-01,Fruits,-1.13,2528.01,80.473145665,,,,,1.06
Australia,Western Australia,2005,2005-01-01,Wheat,29.12,497.48,80.473145665,,,,,2.232
India,Maharashtra,1991,1991-01-01,Barley,7.27,237.07,80.473145665,,,,,2.529
France,Provence-Alpes-Cote d’Azur,2023,2023-01-01,Fruits,-2.17,719.39,80.473145665,,,,,2.106
Nigeria,North West,1996,1996-01-01,Rice,14.54,1374.66,82.18935719499999,80.0,47.0,40.0,6.363803588,1.386
China,South,1993,1993-01-01,Wheat,28.93,1989.27,80.473145665,,,,,2.106
China,East,2017,2017-01-01,Coffee,16.42,1910.02,57.648082825,103.0,29.0,30.0,6.798626238000001,4.383
Argentina,Northwest,1996,1996-01-01,Coffee,-4.33,1926.57,57.648082825,103.0,29.0,30.0,6.798626238000001,1.296
Nigeria,North Central,2011,2011-01-01,Soybeans,-3.3,1714.8,80.473145665,,,,,2.5
USA,Midwest,2007,2007-01-01,Soybeans,2.02,1652.6,80.473145665,,,,,1.49
Russia,Siberian,2021,2021-01-01,Fruits,25.79,757.04,80.473145665,,,,,2.9250000000000003
France,Grand Est,1994,1994-01-01,Soybeans,31.27,1905.98,80.473145665,,,,,3.267
Canada,British Columbia,1996,1996-01-01,Barley,15.42,242.17,80.473145665,,,,,3.3480000000000003
Russia,Volga,2008,2008-01-01,Barley,4.19,1321.43,80.473145665,,,,,1.29
Nigeria,South East,2005,2005-01-01,Sugarcane,15.65,2975.33,80.473145665,,,,,2.05
Argentina,Patagonia,2013,2013-01-01,Fruits,19.07,752.12,80.473145665,,,,,2.95
India,Maharashtra,2023,2023-01-01,Rice,18.74,956.86,82.18935719499999,80.0,47.0,40.0,6.363803588,1.51
India,West Bengal,1997,1997-01-01,Vegetables,8.63,655.53,80.473145665,,,,,1.134
China,North,2011,2011-01-01,Rice,4.57,806.12,82.18935719499999,80.0,47.0,40.0,6.363803588,0.5670000000000001
USA,West,1998,1998-01-01,Fruits,1.88,2208.45,80.473145665,,,,,1.2240000000000002
China,South,1998,1998-01-01,Vegetables,31.72,2111.08,80.473145665,,,,,0.7290000000000001
Nigeria,North West,2019,2019-01-01,Corn,26.46,532.17,80.473145665,,,,,1.4220000000000002
France,Provence-Alpes-Cote d’Azur,1997,1997-01-01,Wheat,4.34,274.92,80.473145665,,,,,1.098
Nigeria,North West,2003,2003-01-01,Wheat,6.77,868.37,80.473145665,,,,,1.51
Argentina,Pampas,2019,2019-01-01,Sugarcane,30.32,1928.41,80.473145665,,,,,1.53
China,Central,2018,2018-01-01,Rice,11.54,2884.58,82.18935719499999,80.0,47.0,40.0,6.363803588,2.394
Australia,Queensland,2020,2020-01-01,Fruits,0.93,2603.79,80.473145665,,,,,1.01
China,South,2002,2002-01-01,Soybeans,4.23,2365.52,80.473145665,,,,,2.66
India,West Bengal,1995,1995-01-01,Cotton,25.69,491.81,80.01089273,117.0,46.0,19.0,6.8409568125,2.619
China,South,1998,1998-01-01,Rice,18.8,2123.73,82.18935719499999,80.0,47.0,40.0,6.363803588,1.58
USA,West,2020,2020-01-01,Sugarcane,29.64,1504.88,80.473145665,,,,,2.529
Brazil,Southeast,2012,2012-01-01,Sugarcane,33.44,1918.47,80.473145665,,,,,3.81
China,North,2008,2008-01-01,Rice,13.75,2992.49,82.18935719499999,80.0,47.0,40.0,6.363803588,3.177
Nigeria,North West,1999,1999-01-01,Rice,27.77,674.74,82.18935719499999,80.0,47.0,40.0,6.363803588,1.557
Nigeria,North Central,1997,1997-01-01,Barley,20.73,2897.43,80.473145665,,,,,2.493
USA,Midwest,2005,2005-01-01,Coffee,25.51,1891.27,57.648082825,103.0,29.0,30.0,6.798626238000001,2.6
USA,Northeast,1992,1992-01-01,Vegetables,12.99,1651.8,80.473145665,,,,,2.49
USA,South,2007,2007-01-01,Soybeans,22.69,1484.05,80.473145665,,,,,3.186
Argentina,Northwest,2016,2016-01-01,Rice,15.24,2231.53,82.18935719499999,80.0,47.0,40.0,6.363803588,3.87
Nigeria,South East,2022,2022-01-01,Rice,-1.0,1834.79,82.18935719499999,80.0,47.0,40.0,6.363803588,0.53
India,Punjab,2013,2013-01-01,Coffee,19.92,1257.54,57.648082825,103.0,29.0,30.0,6.798626238000001,3.92
Canada,British Columbia,1998,1998-01-01,Wheat,-2.94,900.52,80.473145665,,,,,2.56
Brazil,Northeast,2002,2002-01-01,Wheat,17.27,412.73,80.473145665,,,,,3.861
Brazil,North,1992,1992-01-01,Soybeans,11.53,1949.15,80.473145665,,,,,3.015
Argentina,Pampas,1999,1999-01-01,Rice,-4.41,1228.06,82.18935719499999,80.0,47.0,40.0,6.363803588,2.99
Australia,Queensland,1993,1993-01-01,Fruits,33.81,1689.19,80.473145665,,,,,3.582
France,Grand Est,1999,1999-01-01,Fruits,-0.6,378.3,80.473145665,,,,,0.6030000000000001
Russia,Central,2023,2023-01-01,Vegetables,-0.25,1869.55,80.473145665,,,,,2.08
Australia,New South Wales,2001,2001-01-01,Soybeans,20.49,1615.58,80.473145665,,,,,1.22
Canada,Prairies,2017,2017-01-01,Cotton,0.99,1640.17,80.01089273,117.0,46.0,19.0,6.8409568125,2.21
Argentina,Pampas,1996,1996-01-01,Sugarcane,29.04,979.15,80.473145665,,,,,1.395
Brazil,Northeast,2021,2021-01-01,Fruits,7.02,486.57,80.473145665,,,,,2.16
Australia,New South Wales,2006,2006-01-01,Corn,13.36,2566.16,80.473145665,,,,,1.359
Brazil,Northeast,1999,1999-01-01,Corn,27.13,2517.6,80.473145665,,,,,1.3
Australia,New South Wales,2001,2001-01-01,Cotton,13.91,482.93,80.01089273,117.0,46.0,19.0,6.8409568125,4.014
China,Central,1992,1992-01-01,Barley,25.53,1902.94,80.473145665,,,,,2.1
France,Provence-Alpes-Cote d’Azur,2012,2012-01-01,Corn,15.14,867.68,80.473145665,,,,,4.122
Canada,Ontario,2009,2009-01-01,Vegetables,17.81,1333.26,80.473145665,,,,,2.78
China,East,1994,1994-01-01,Soybeans,3.77,466.37,80.473145665,,,,,0.891
Australia,Victoria,2000,2000-01-01,Fruits,27.61,896.13,80.473145665,,,,,2.655
Canada,Prairies,2008,2008-01-01,Cotton,31.0,1388.48,80.01089273,117.0,46.0,19.0,6.8409568125,2.295
Australia,Victoria,2006,2006-01-01,Cotton,4.08,2346.05,80.01089273,117.0,46.0,19.0,6.8409568125,0.639
USA,Midwest,1994,1994-01-01,Cotton,-2.25,1503.93,80.01089273,117.0,46.0,19.0,6.8409568125,0.5850000000000001
Argentina,Pampas,2024,2024-01-01,Cotton,-0.68,2535.86,80.01089273,117.0,46.0,19.0,6.8409568125,0.57
Australia,New South Wales,1991,1991-01-01,Sugarcane,4.21,2982.65,80.473145665,,,,,1.4
China,East,1997,1997-01-01,Corn,29.97,975.14,80.473145665,,,,,1.04
Australia,Victoria,2024,2024-01-01,Cotton,32.89,870.49,80.01089273,117.0,46.0,19.0,6.8409568125,1.962
Australia,Queensland,2012,2012-01-01,Coffee,24.68,1067.88,57.648082825,103.0,29.0,30.0,6.798626238000001,2.979
China,Central,1991,1991-01-01,Wheat,2.58,1660.92,80.473145665,,,,,2.7
India,West Bengal,1993,1993-01-01,Fruits,0.8,2656.93,80.473145665,,,,,2.7
Russia,Central,2000,2000-01-01,Corn,26.58,879.09,80.473145665,,,,,1.08
Nigeria,North Central,2006,2006-01-01,Rice,3.99,1426.25,82.18935719499999,80.0,47.0,40.0,6.363803588,1.773
France,Ile-de-France,1991,1991-01-01,Sugarcane,17.37,2762.2,80.473145665,,,,,2.68
India,Maharashtra,1993,1993-01-01,Vegetables,2.36,1487.64,80.473145665,,,,,1.53
China,North,2022,2022-01-01,Cotton,3.47,763.79,80.01089273,117.0,46.0,19.0,6.8409568125,1.8
Brazil,Northeast,2013,2013-01-01,Fruits,-0.45,230.41,80.473145665,,,,,0.792
Nigeria,North Central,2005,2005-01-01,Soybeans,24.34,2636.96,80.473145665,,,,,3.66
China,Central,1990,1990-01-01,Vegetables,1.61,750.4,80.473145665,,,,,1.125
Brazil,North,1991,1991-01-01,Wheat,-4.56,1068.61,80.473145665,,,,,1.76
Nigeria,North Central,2012,2012-01-01,Fruits,10.67,2073.4,80.473145665,,,,,4.46
USA,Midwest,2023,2023-01-01,Wheat,18.14,480.19,80.473145665,,,,,2.4120000000000004
Brazil,South,1992,1992-01-01,Wheat,-4.32,2288.68,80.473145665,,,,,1.845
Russia,Volga,2024,2024-01-01,Sugarcane,17.28,1876.84,80.473145665,,,,,2.538
USA,West,2005,2005-01-01,Sugarcane,32.41,1567.56,80.473145665,,,,,2.41
Russia,Volga,2021,2021-01-01,Rice,10.07,1300.65,82.18935719499999,80.0,47.0,40.0,6.363803588,2.457
Australia,New South Wales,2024,2024-01-01,Soybeans,28.43,604.4,80.473145665,,,,,0.864
India,West Bengal,2000,2000-01-01,Sugarcane,32.28,2616.73,80.473145665,,,,,3.1410000000000005
France,Ile-de-France,2024,2024-01-01,Vegetables,15.09,1174.15,80.473145665,,,,,2.601
Argentina,Northwest,1999,1999-01-01,Corn,3.12,785.91,80.473145665,,,,,1.917
India,West Bengal,1994,1994-01-01,Rice,6.96,2785.24,82.18935719499999,80.0,47.0,40.0,6.363803588,2.205
USA,South,2014,2014-01-01,Barley,-0.56,910.32,80.473145665,,,,,1.593
China,East,2005,2005-01-01,Corn,5.4,2238.27,80.473145665,,,,,0.61
Australia,Victoria,1996,1996-01-01,Cotton,22.51,1585.57,80.01089273,117.0,46.0,19.0,6.8409568125,1.269
France,Grand Est,2016,2016-01-01,Coffee,-1.76,1031.93,57.648082825,103.0,29.0,30.0,6.798626238000001,0.7200000000000001
Canada,Quebec,2009,2009-01-01,Rice,31.48,2508.35,82.18935719499999,80.0,47.0,40.0,6.363803588,2.38
China,North,2006,2006-01-01,Cotton,25.5,2622.64,80.01089273,117.0,46.0,19.0,6.8409568125,1.68
Canada,British Columbia,2002,2002-01-01,Wheat,18.01,935.83,80.473145665,,,,,1.63
USA,Northeast,2013,2013-01-01,Barley,30.71,410.92,80.473145665,,,,,3.285
Australia,Victoria,2015,2015-01-01,Soybeans,30.65,2992.55,80.473145665,,,,,3.53
Russia,Central,2021,2021-01-01,Rice,4.92,2255.91,82.18935719499999,80.0,47.0,40.0,6.363803588,3.0
China,South,2016,2016-01-01,Barley,28.08,1960.38,80.473145665,,,,,2.42
Brazil,Southeast,2001,2001-01-01,Corn,2.33,1216.21,80.473145665,,,,,2.385
Australia,Queensland,1998,1998-01-01,Wheat,16.47,1119.75,80.473145665,,,,,2.574
France,Ile-de-France,2021,2021-01-01,Corn,25.07,1113.71,80.473145665,,,,,2.4120000000000004
Nigeria,North West,1998,1998-01-01,Corn,-1.43,2269.22,80.473145665,,,,,1.908
Australia,Western Australia,1993,1993-01-01,Fruits,27.94,2593.71,80.473145665,,,,,1.18
Nigeria,South East,2019,2019-01-01,Corn,0.25,459.91,80.473145665,,,,,2.3040000000000003
Canada,Quebec,1997,1997-01-01,Coffee,26.67,2350.24,57.648082825,103.0,29.0,30.0,6.798626238000001,2.28
Australia,Victoria,2023,2023-01-01,Vegetables,13.61,1303.04,80.473145665,,,,,2.42
Australia,New South Wales,2020,2020-01-01,Soybeans,34.14,1696.94,80.473145665,,,,,3.83
France,Grand Est,1992,1992-01-01,Cotton,-1.14,2213.9,80.01089273,117.0,46.0,19.0,6.8409568125,0.855
France,Grand Est,2016,2016-01-01,Barley,24.0,621.21,80.473145665,,,,,2.76
Argentina,Northeast,2007,2007-01-01,Vegetables,12.35,955.6,80.473145665,,,,,2.97
Australia,Victoria,2024,2024-01-01,Cotton,1.02,782.84,80.01089273,117.0,46.0,19.0,6.8409568125,1.773
Canada,British Columbia,1994,1994-01-01,Coffee,13.76,2492.45,57.648082825,103.0,29.0,30.0,6.798626238000001,3.13
India,Punjab,2024,2024-01-01,Coffee,14.89,1152.02,57.648082825,103.0,29.0,30.0,6.798626238000001,4.76
Argentina,Northwest,2001,2001-01-01,Vegetables,9.93,694.22,80.473145665,,,,,1.4220000000000002
China,South,2001,2001-01-01,Barley,19.94,1160.72,80.473145665,,,,,3.57
Brazil,South,2014,2014-01-01,Fruits,6.56,2451.44,80.473145665,,,,,2.0
USA,South,2017,2017-01-01,Rice,8.02,2399.52,82.18935719499999,80.0,47.0,40.0,6.363803588,2.16
India,Punjab,2019,2019-01-01,Wheat,-0.91,2593.28,80.473145665,,,,,1.29
China,North,2008,2008-01-01,Coffee,2.46,1647.37,57.648082825,103.0,29.0,30.0,6.798626238000001,1.11
Canada,Quebec,2022,2022-01-01,Barley,8.14,1585.26,80.473145665,,,,,2.81
Russia,Siberian,1993,1993-01-01,Fruits,-4.01,1008.76,80.473145665,,,,,0.621
Nigeria,North Central,1990,1990-01-01,Sugarcane,18.68,2904.06,80.473145665,,,,,3.68
France,Ile-de-France,2003,2003-01-01,Vegetables,-2.09,1203.01,80.473145665,,,,,0.59
Brazil,North,1993,1993-01-01,Barley,32.34,867.12,80.473145665,,,,,3.85
France,Nouvelle-Aquitaine,2011,2011-01-01,Fruits,33.85,2275.74,80.473145665,,,,,3.024
USA,Northeast,2002,2002-01-01,Sugarcane,1.35,2365.74,80.473145665,,,,,2.367
Australia,Western Australia,1992,1992-01-01,Barley,14.38,2872.86,80.473145665,,,,,2.98
Brazil,North,2017,2017-01-01,Soybeans,28.47,528.91,80.473145665,,,,,2.9610000000000003
Australia,Queensland,2019,2019-01-01,Corn,31.41,731.6,80.473145665,,,,,1.341
Australia,New South Wales,2008,2008-01-01,Sugarcane,8.7,1604.72,80.473145665,,,,,2.601
Argentina,Patagonia,1992,1992-01-01,Soybeans,28.3,1110.64,80.473145665,,,,,2.36
Australia,Queensland,1990,1990-01-01,Wheat,7.63,2566.2,80.473145665,,,,,1.34
India,Punjab,2004,2004-01-01,Corn,-3.45,1159.38,80.473145665,,,,,1.39
India,Punjab,2013,2013-01-01,Cotton,-4.07,2164.41,80.01089273,117.0,46.0,19.0,6.8409568125,1.3
Nigeria,North West,2023,2023-01-01,Rice,13.89,273.01,82.18935719499999,80.0,47.0,40.0,6.363803588,4.482
Russia,Volga,2015,2015-01-01,Coffee,28.18,465.46,57.648082825,103.0,29.0,30.0,6.798626238000001,2.673
Argentina,Northeast,2010,2010-01-01,Coffee,10.54,1518.82,57.648082825,103.0,29.0,30.0,6.798626238000001,3.294
USA,Midwest,2016,2016-01-01,Rice,14.16,2976.15,82.18935719499999,80.0,47.0,40.0,6.363803588,3.204
Russia,Central,1991,1991-01-01,Fruits,25.74,395.8,80.473145665,,,,,2.142
Australia,Western Australia,2004,2004-01-01,Fruits,20.76,891.87,80.473145665,,,,,2.493
Australia,Victoria,1990,1990-01-01,Corn,5.37,1361.51,80.473145665,,,,,1.69
France,Grand Est,1999,1999-01-01,Fruits,25.25,2425.8,80.473145665,,,,,3.258
USA,South,1993,1993-01-01,Barley,12.81,2105.64,80.473145665,,,,,3.3120000000000003
India,Tamil Nadu,2000,2000-01-01,Sugarcane,32.92,1970.08,80.473145665,,,,,2.151
China,North,1996,1996-01-01,Cotton,24.61,852.28,80.01089273,117.0,46.0,19.0,6.8409568125,1.35
China,Central,2001,2001-01-01,Vegetables,2.72,798.13,80.473145665,,,,,2.484
India,Tamil Nadu,2023,2023-01-01,Sugarcane,18.11,1114.81,80.473145665,,,,,3.258
Brazil,North,1995,1995-01-01,Rice,-4.0,635.58,82.18935719499999,80.0,47.0,40.0,6.363803588,0.63
Nigeria,North West,2004,2004-01-01,Cotton,1.8,2956.63,80.01089273,117.0,46.0,19.0,6.8409568125,0.684
Brazil,Northeast,2023,2023-01-01,Soybeans,20.12,1282.36,80.473145665,,,,,2.97
India,Tamil Nadu,2006,2006-01-01,Cotton,33.25,1011.53,80.01089273,117.0,46.0,19.0,6.8409568125,1.27
Australia,Victoria,2018,2018-01-01,Vegetables,25.22,2824.28,80.473145665,,,,,0.9
Russia,Siberian,2022,2022-01-01,Soybeans,1.01,1750.19,80.473145665,,,,,1.32
India,Tamil Nadu,2018,2018-01-01,Barley,4.77,856.65,80.473145665,,,,,1.953
Brazil,South,1990,1990-01-01,Rice,19.73,1741.26,82.18935719499999,80.0,47.0,40.0,6.363803588,3.63
USA,West,2014,2014-01-01,Corn,31.04,2440.29,80.473145665,,,,,2.511
Russia,Central,1999,1999-01-01,Fruits,9.36,1403.83,80.473145665,,,,,1.16
China,South,2015,2015-01-01,Barley,-2.4,2568.13,80.473145665,,,,,2.484
Brazil,North,1992,1992-01-01,Vegetables,-3.75,248.16,80.473145665,,,,,0.6030000000000001
India,Tamil Nadu,2010,2010-01-01,Corn,21.95,593.96,80.473145665,,,,,3.73
Brazil,Southeast,2024,2024-01-01,Sugarcane,16.49,230.35,80.473145665,,,,,2.151
Russia,Volga,2018,2018-01-01,Corn,32.93,2920.8,80.473145665,,,,,3.33
Canada,British Columbia,1998,1998-01-01,Rice,2.59,1915.45,82.18935719499999,80.0,47.0,40.0,6.363803588,2.94
Brazil,North,2024,2024-01-01,Soybeans,29.68,1142.36,80.473145665,,,,,3.76
Russia,Central,1994,1994-01-01,Soybeans,32.15,2612.11,80.473145665,,,,,0.83
Russia,Central,2005,2005-01-01,Soybeans,-2.56,794.28,80.473145665,,,,,0.57
China,Central,2008,2008-01-01,Soybeans,17.8,433.0,80.473145665,,,,,2.745
Australia,New South Wales,2020,2020-01-01,Sugarcane,13.19,1075.5,80.473145665,,,,,2.8
India,Punjab,2009,2009-01-01,Rice,31.96,2556.22,82.18935719499999,80.0,47.0,40.0,6.363803588,3.81
Russia,Volga,1990,1990-01-01,Soybeans,8.07,708.91,80.473145665,,,,,1.93
Nigeria,South East,2017,2017-01-01,Soybeans,26.83,1690.46,80.473145665,,,,,1.323
Australia,New South Wales,2023,2023-01-01,Rice,18.67,289.33,82.18935719499999,80.0,47.0,40.0,6.363803588,1.494
Russia,Siberian,2014,2014-01-01,Sugarcane,9.45,2824.79,80.473145665,,,,,1.78
Russia,Central,2000,2000-01-01,Sugarcane,27.39,336.78,80.473145665,,,,,2.475
China,East,1993,1993-01-01,Cotton,28.62,2199.04,80.01089273,117.0,46.0,19.0,6.8409568125,3.26
USA,Northeast,2020,2020-01-01,Barley,26.61,1469.19,80.473145665,,,,,2.124
Canada,Prairies,1996,1996-01-01,Corn,7.13,1946.7,80.473145665,,,,,1.845
USA,West,2014,2014-01-01,Vegetables,-1.11,1693.36,80.473145665,,,,,0.57
Russia,Northwestern,1993,1993-01-01,Coffee,2.0,533.85,57.648082825,103.0,29.0,30.0,6.798626238000001,2.88
Canada,Prairies,2000,2000-01-01,Vegetables,4.21,791.98,80.473145665,,,,,2.98
France,Grand Est,2024,2024-01-01,Coffee,15.58,223.62,57.648082825,103.0,29.0,30.0,6.798626238000001,2.601
India,West Bengal,1993,1993-01-01,Cotton,4.37,2101.37,80.01089273,117.0,46.0,19.0,6.8409568125,1.13
Nigeria,South East,2023,2023-01-01,Rice,-1.07,2700.72,82.18935719499999,80.0,47.0,40.0,6.363803588,1.908
Russia,Siberian,2006,2006-01-01,Coffee,29.96,2784.62,57.648082825,103.0,29.0,30.0,6.798626238000001,1.39
Australia,Victoria,2008,2008-01-01,Vegetables,3.02,1846.78,80.473145665,,,,,2.15
Brazil,Southeast,2008,2008-01-01,Barley,-2.03,1243.52,80.473145665,,,,,2.619
France,Grand Est,2019,2019-01-01,Vegetables,9.38,986.43,80.473145665,,,,,1.116
China,East,2006,2006-01-01,Coffee,19.34,2063.44,57.648082825,103.0,29.0,30.0,6.798626238000001,3.18
China,North,1999,1999-01-01,Vegetables,33.38,1942.0,80.473145665,,,,,2.619
Nigeria,South West,2023,2023-01-01,Barley,3.12,1868.77,80.473145665,,,,,1.53
Brazil,Southeast,1998,1998-01-01,Barley,11.95,2118.96,80.473145665,,,,,4.104
Brazil,South,2015,2015-01-01,Vegetables,3.36,2969.26,80.473145665,,,,,2.295
Argentina,Northwest,1992,1992-01-01,Corn,7.61,2115.44,80.473145665,,,,,1.26
Nigeria,South West,1999,1999-01-01,Coffee,30.7,2781.04,57.648082825,103.0,29.0,30.0,6.798626238000001,3.52
Argentina,Northwest,2016,2016-01-01,Sugarcane,17.7,1828.99,80.473145665,,,,,4.05
France,Nouvelle-Aquitaine,2017,2017-01-01,Vegetables,6.79,691.04,80.473145665,,,,,2.322
Brazil,North,2003,2003-01-01,Corn,-2.93,1185.67,80.473145665,,,,,2.86
France,Grand Est,1997,1997-01-01,Vegetables,26.74,2177.78,80.473145665,,,,,3.47
Australia,New South Wales,1995,1995-01-01,Wheat,-4.2,2534.33,80.473145665,,,,,0.54
Australia,Victoria,2005,2005-01-01,Cotton,-3.89,1338.33,80.01089273,117.0,46.0,19.0,6.8409568125,2.06
India,Punjab,2018,2018-01-01,Vegetables,14.68,2403.86,80.473145665,,,,,2.89
Australia,New South Wales,2005,2005-01-01,Coffee,27.2,1211.31,57.648082825,103.0,29.0,30.0,6.798626238000001,1.09
Australia,Victoria,2021,2021-01-01,Wheat,4.97,1306.09,80.473145665,,,,,2.286
Australia,Queensland,2007,2007-01-01,Cotton,8.71,2776.74,80.01089273,117.0,46.0,19.0,6.8409568125,2.0
Brazil,North,2015,2015-01-01,Vegetables,18.4,832.65,80.473145665,,,,,4.84
Nigeria,South West,1990,1990-01-01,Rice,9.1,1404.53,82.18935719499999,80.0,47.0,40.0,6.363803588,1.89
Nigeria,North West,1993,1993-01-01,Soybeans,0.54,2780.02,80.473145665,,,,,1.917
China,Central,1990,1990-01-01,Cotton,1.36,2563.86,80.01089273,117.0,46.0,19.0,6.8409568125,2.49
USA,Midwest,2000,2000-01-01,Fruits,14.75,907.18,80.473145665,,,,,2.484
India,Tamil Nadu,2000,2000-01-01,Fruits,9.46,653.52,80.473145665,,,,,0.9
India,Punjab,2022,2022-01-01,Sugarcane,19.68,1836.46,80.473145665,,,,,3.15
India,Maharashtra,2013,2013-01-01,Corn,13.93,1027.19,80.473145665,,,,,2.01
USA,South,2006,2006-01-01,Soybeans,27.07,1376.61,80.473145665,,,,,2.36
Russia,Northwestern,2007,2007-01-01,Cotton,13.22,2707.14,80.01089273,117.0,46.0,19.0,6.8409568125,2.05
USA,South,2018,2018-01-01,Coffee,12.57,2624.98,57.648082825,103.0,29.0,30.0,6.798626238000001,4.167
Argentina,Northwest,2019,2019-01-01,Wheat,0.61,1922.38,80.473145665,,,,,0.93
USA,South,2007,2007-01-01,Rice,33.61,351.91,82.18935719499999,80.0,47.0,40.0,6.363803588,2.718
France,Ile-de-France,2024,2024-01-01,Fruits,18.2,1192.94,80.473145665,,,,,1.548
Brazil,North,2001,2001-01-01,Vegetables,1.22,1909.13,80.473145665,,,,,1.521
Argentina,Patagonia,2022,2022-01-01,Corn,2.33,1896.84,80.473145665,,,,,0.801
Australia,Queensland,2013,2013-01-01,Rice,34.85,664.36,82.18935719499999,80.0,47.0,40.0,6.363803588,1.638
USA,Northeast,2019,2019-01-01,Rice,9.4,218.63,82.18935719499999,80.0,47.0,40.0,6.363803588,1.323
USA,South,1999,1999-01-01,Corn,2.85,2313.62,80.473145665,,,,,0.522
India,Maharashtra,2006,2006-01-01,Corn,18.96,2793.41,80.473145665,,,,,3.654
Argentina,Northwest,1997,1997-01-01,Corn,7.46,1214.39,80.473145665,,,,,2.592
Australia,Western Australia,2006,2006-01-01,Soybeans,28.6,410.34,80.473145665,,,,,1.6740000000000002
Argentina,Northeast,2008,2008-01-01,Vegetables,8.83,2324.48,80.473145665,,,,,0.774
France,Provence-Alpes-Cote d’Azur,1993,1993-01-01,Wheat,34.99,1628.27,80.473145665,,,,,3.09
USA,Midwest,1990,1990-01-01,Sugarcane,18.76,1257.73,80.473145665,,,,,4.57
Nigeria,South East,2010,2010-01-01,Barley,-1.0,1024.81,80.473145665,,,,,1.782
USA,Midwest,2012,2012-01-01,Corn,16.53,2466.69,80.473145665,,,,,1.863
India,Punjab,2016,2016-01-01,Rice,7.17,1120.67,82.18935719499999,80.0,47.0,40.0,6.363803588,1.71
Australia,New South Wales,2002,2002-01-01,Cotton,26.52,432.61,80.01089273,117.0,46.0,19.0,6.8409568125,2.592
Brazil,North,1994,1994-01-01,Rice,28.06,290.08,82.18935719499999,80.0,47.0,40.0,6.363803588,1.548
USA,South,1993,1993-01-01,Rice,19.61,2491.52,82.18935719499999,80.0,47.0,40.0,6.363803588,3.38
Argentina,Pampas,2021,2021-01-01,Coffee,-0.11,2879.41,57.648082825,103.0,29.0,30.0,6.798626238000001,0.84
Nigeria,South West,1992,1992-01-01,Barley,1.73,1577.94,80.473145665,,,,,2.529
Australia,New South Wales,2020,2020-01-01,Corn,4.2,2014.34,80.473145665,,,,,2.61
Brazil,North,2000,2000-01-01,Corn,7.55,878.8,80.473145665,,,,,1.92
